a_down_mouth,a_left_eye,a_left_mouth_nose,a_mouth_last_nose,a_right_eye,a_right_mouth,a_right_mouth_nose,a_top_mouth,circum_mouth,d_left_eye,d_top_left_eye_eyebrow,image,emotion
-1.4487137518094162,0.978282475655423,-1.1609687464362737,1.3734007669450157,-1.092443895416239,-1.2093554359013439,-1.3692685590595632,0.8633181597884871,152.03368954108046,38.63935817272331,29.068883707497267,facial-expressions_2868585k.jpg,7
-0.7529806688930458,0.7938013269450953,-1.0063981073805168,0.9854818888152164,-0.879853098792495,-0.5183873890506868,-1.1458573327911672,0.27742476858966464,148.4440800628846,37.33630940518894,24.839484696748443,facial-expressions_2868582k.jpg,3
-1.1971868494104718,0.7744095947147148,-0.8447975556907358,0.6722471818069637,-0.8991901705411565,-0.6457043550216546,-1.0104978887889913,0.0612440675113837,162.43771060943752,32.01562118716424,25.495097567963924,Aaron_Peirsol_0003.jpg,4
-1.2231667123572227,0.677386438697402,-0.9133502647317535,0.564083721049657,-0.5770826008080224,-0.6579759551584033,-0.8166379968277165,0.11888635923720936,214.12528628503458,39.319206502675,21.95449840010015,Aaron_Sorkin_0002.jpg,4
-0.6105283489514279,1.0768549578753155,-1.1597528215524504,1.409350712743385,-0.9438226386043331,-0.5375489444808352,-1.4398878408734666,0.5058135709523773,112.60363755620509,34.785054261852174,27.65863337187866,Abdel_Nasser_Assidi_0002.jpg,5
-0.4501120566642685,0.6421552145857614,-0.5469638037078627,1.2365464233788928,-0.7328151017865066,-0.6205064893182065,-0.8501539141147262,0.6810940091557567,164.85014118185666,36.345563690772494,31.38470965295043,Abdullah_Gul_0002.jpg,4
-0.9646139081743508,0.7548399931199488,-0.7963093811935082,1.2740405660171745,-0.8448518227061051,-0.8797121147246288,-0.9672739051249022,0.650967943026547,160.3836644882501,34.48187929913333,27.294688127912362,Abdullah_Gul_0004.jpg,4
-1.4115548620346443,0.7431697612844465,-1.399518128947638,1.0961601491113568,-0.6107259643892086,-0.7408758065692995,-0.8582208993732936,0.2750799731609529,143.71583695039843,33.52610922848042,16.278820596099706,Abdullah_Gul_0007.jpg,5
-0.9412753073399243,0.7688707427947276,-0.8157429775868689,1.2655443914341782,-0.9849535471027354,-0.8102986760972202,-1.103787385915727,0.5925753067433093,149.6306341706193,36.22154055254967,28.160255680657446,Abdullah_Gul_0008.jpg,5
-0.8470084027185958,0.9302106616363873,-1.1700379684014146,1.6031939413564853,-0.8760580505981934,-0.7298996581517314,-0.8937219276123736,0.7601934180705066,133.44532902547343,35.014282800023196,29.410882339705484,Abdullah_Gul_0009.jpg,5
-0.9928005371815891,0.8086497862079112,-0.7179009898510479,1.3536995342086875,-0.8960553845713439,-0.9047138583683174,-0.8485054075883443,0.7236212018370987,157.10161831698852,35.0,29.966648127543394,Abdullah_Gul_0010.jpg,5
-1.341288322022396,0.8364486591584581,-1.7390030986519829,1.5936930880162805,-0.5252977796400652,-0.8409622123279372,-1.0262655465839419,0.8052630996486132,126.33677841361688,33.0,19.313207915827967,Abdullah_Gul_0011.jpg,5
-0.9108780168623546,0.9021827588670757,-1.401359116933388,1.5021328131765204,-0.6857295109062863,-0.7090263921423285,-0.778570904281243,0.8231776591951356,127.87418703620959,34.058772731852805,24.351591323771842,Abdullah_Gul_0012.jpg,4
-1.0576265587756082,0.7853981633974483,-1.6911961672787181,1.6526931926073816,-0.6644953990947569,-0.8083981664107429,-0.9792141050484793,0.9259005187664594,131.05027224031122,33.06055050963308,20.8806130178211,Abdullah_Gul_0013.jpg,5
-0.5104883219167758,0.6632029927060932,-1.5240577052941426,1.6115900096627622,-0.45807663599394344,-0.4636476090008061,-0.9289100732793634,0.6610431688506868,123.46144384030023,30.066592756745816,25.495097567963924,Abdullah_Gul_0017.jpg,5
-1.1639475958455165,0.5915997103351115,-0.7922431093862988,0.515759493679046,-0.5364354576047312,-0.5821990253078693,-0.8329148170765496,0.014759075850020426,201.21947639553537,35.90264614203248,22.80350850198276,Abner_Martinez_0001.jpg,4
-0.7466578657339689,0.7202730000630624,-1.3930832642500959,1.356735643231075,-0.6807237768216248,-0.41925765393374237,-1.135113453763956,0.20801933013639923,145.14062717162375,35.510561809129406,21.2602916254693,Aby_Har-Even_0001.jpg,5
-1.5583394400194974,0.6730907787048729,-1.1785292953557083,0.8187191592756955,-0.9064958404742038,-0.7805320217581487,-1.2457345262220505,-0.011235482257962726,137.06918146100782,39.45883931389772,17.46424919657298,Adam_Mair_0001.jpg,7
-1.0339842060364746,0.9670469933974603,-1.4093061068047916,1.2165165749876414,-0.8884797719201485,-0.570120754172627,-1.1511844219403322,0.22023193303507083,145.23738414622565,37.12142238654117,26.0,Adam_Rich_0001.jpg,5
-0.8272183434603186,0.757882174111994,-1.1010912451904844,1.1889150651226361,-0.9922721123771914,-0.6559606204937911,-1.1441688336680205,0.4081491037550893,126.34368665710755,36.49657518178932,20.223748416156685,Adelina_Avila_0001.jpg,5
-1.161640174034822,0.9670469933974603,-1.153798761408112,1.4243121484013352,-1.3439974787410107,-0.8333962044099541,-1.7191241609166612,0.33332746119464113,97.66006535303569,33.0,25.059928172283335,Adel_Al-Jubeir_0001.jpg,5
-0.929901924381609,1.2371617818005949,-1.2401408218265042,1.5975171464422067,-1.5267072693968249,-0.7346802741506525,-1.7067398273414989,0.35563588430075976,103.32953398707707,36.0,30.463092423455635,Adolfo_Aguilar_Zinser_0001.jpg,5
