image,emotion,d_top_left_eye_eyebrow,d_top_right_eye_eyebrow,circum_mouth,h_mouth,d_down_mouth_chin
facial-expressions_2868585k.jpg,7,29.068883707497267,28.460498941515414,152.03368954108046,53.08483775994799,27.073972741361768
facial-expressions_2868582k.jpg,3,24.839484696748443,24.698178070456937,148.4440800628846,23.021728866442675,31.064449134018133
Aaron_Peirsol_0003.jpg,4,25.495097567963924,23.769728648009426,162.43771060943752,31.144823004794873,44.553338819890925
Aaron_Sorkin_0002.jpg,4,21.95449840010015,25.553864678361276,214.12528628503458,43.104524124504614,37.12142238654117
Abdel_Nasser_Assidi_0002.jpg,5,27.65863337187866,25.709920264364882,112.60363755620509,19.313207915827967,51.66236541235796
Abdullah_Gul_0002.jpg,4,31.38470965295043,29.120439557122072,164.85014118185666,26.019223662515376,67.47592163134935
Abdullah_Gul_0004.jpg,4,27.294688127912362,27.459060435491963,160.3836644882501,37.107950630558946,56.61271941887264
Abdullah_Gul_0007.jpg,5,16.278820596099706,22.47220505424423,143.71583695039843,37.8549864614954,42.190046219457976
Abdullah_Gul_0008.jpg,5,28.160255680657446,27.202941017470888,149.6306341706193,34.23448553724738,52.46903848937962
Abdullah_Gul_0009.jpg,5,29.410882339705484,31.32091952673165,133.44532902547343,32.2490309931942,50.35871324805669
Abdullah_Gul_0010.jpg,5,29.966648127543394,29.120439557122072,157.10161831698852,39.0,50.24937810560445
Abdullah_Gul_0011.jpg,5,19.313207915827967,25.612496949731394,126.33677841361688,40.01249804748511,43.56604182158393
Abdullah_Gul_0012.jpg,4,24.351591323771842,29.966648127543394,127.87418703620959,32.38826948140329,52.23983154643591
Abdullah_Gul_0013.jpg,5,20.8806130178211,27.018512172212592,131.05027224031122,36.0,48.093658625644196
Abdullah_Gul_0017.jpg,5,25.495097567963924,30.463092423455635,123.46144384030023,20.615528128088304,59.30430001273095
Abner_Martinez_0001.jpg,4,22.80350850198276,26.90724809414742,201.21947639553537,34.713109915419565,47.53945729601885
Aby_Har-Even_0001.jpg,5,21.2602916254693,24.413111231467404,145.14062717162375,20.615528128088304,40.311288741492746
Adam_Mair_0001.jpg,7,17.46424919657298,19.313207915827967,137.06918146100782,36.013886210738214,27.073972741361768
Adam_Rich_0001.jpg,5,26.0,32.449961479175904,145.23738414622565,28.071337695236398,31.064449134018133
Adelina_Avila_0001.jpg,5,20.223748416156685,19.849433241279208,126.34368665710755,24.041630560342615,54.037024344425184
Adel_Al-Jubeir_0001.jpg,5,25.059928172283335,22.135943621178654,97.66006535303569,24.0,35.510561809129406
Adolfo_Aguilar_Zinser_0001.jpg,5,30.463092423455635,25.96150997149434,103.32953398707707,21.095023109728988,36.0
Adoor_Gopalakarishnan_0001.jpg,5,23.430749027719962,23.021728866442675,134.60034455505112,22.0,40.0
Adrien_Brody_0002.jpg,5,27.85677655436824,28.460498941515414,104.6049555816519,18.0,52.009614495783374
Adrien_Brody_0003.jpg,4,31.78049716414141,33.83784863137726,156.2569432455642,26.076809620810597,49.01020301937138
Adrien_Brody_0006.jpg,4,29.732137494637012,32.31098884280702,167.1708894425432,41.048751503547585,35.05709628591621
Adrien_Brody_0011.jpg,4,39.45883931389772,41.43669871020132,168.27359289682138,30.066592756745816,45.5411901469428
Afton_Smith_0001.jpg,4,29.274562336608895,32.01562118716424,159.14728111897196,42.04759208325728,42.0
Agbani_Darego_0001.jpg,5,35.90264614203248,35.84689665786984,130.97654659328074,29.068883707497267,40.607881008493905
Ahmed_Chalabi_0002.jpg,5,25.553864678361276,20.09975124224178,94.0842889941267,29.017236257093817,35.12833614050059
Ahmed_Chalabi_0004.jpg,4,23.40939982143925,24.596747752497688,132.98907544444154,31.016124838541646,44.10215414239989
Ahmed_Chalabi_0005.jpg,5,21.93171219946131,18.973665961010276,115.9179614773608,24.08318915758459,38.47076812334269
Ahmed_Ibrahim_Bilal_0001.jpg,5,41.773197148410844,42.42640687119285,148.92634211970685,36.0,39.11521443121589
Aicha_El_Ouafi_0003.jpg,5,33.83784863137726,31.400636936215164,155.15134169793944,45.0111097397076,26.476404589747453
Aileen_Riggin_Soule_0001.jpg,4,32.89376840679705,29.154759474226502,207.87686384757194,33.015148038438355,29.0
Ainsworth_Dyer_0001.jpg,5,43.73785545725808,45.221676218380054,138.581450000672,27.073972741361768,30.265491900843113
Ai_Sugiyama_0004.jpg,4,37.33630940518894,35.84689665786984,172.241057320574,46.04345773288535,35.014282800023196
Ai_Sugiyama_0005.jpg,4,32.57299494980466,34.0,169.29124219313178,51.15662224971465,27.294688127912362
Akbar_Al_Baker_0001.jpg,4,29.154759474226502,29.154759474226502,142.68484439987668,20.223748416156685,43.01162633521314
Akbar_Hashemi_Rafsanjani_0003.jpg,5,40.792156108742276,40.01249804748511,123.24848809552905,13.0,52.0
Alain_Ducasse_0001.jpg,4,18.0,24.08318915758459,136.375804516701,13.601470508735444,52.392747589718944
Alan_Ball_0001.jpg,4,24.515301344262525,30.610455730027933,200.53441503613197,36.124783736376884,33.734255586866
Alan_Greenspan_0003.jpg,7,27.65863337187866,27.730849247724095,118.76008900709337,25.079872407968907,43.289721643826724
Alan_Jackson_0001.jpg,4,38.3275357934736,36.013886210738214,151.78213751518766,49.040799340956916,29.832867780352597
Alan_Stonecipher_0001.jpg,5,16.15549442140351,22.80350850198276,137.71666843681444,14.035668847618199,43.104524124504614
Alan_Zemaitis_0001.jpg,5,34.058772731852805,38.47076812334269,134.73681396986342,23.194827009486403,38.3275357934736
Albaro_Recoba_0001.jpg,5,23.853720883753127,21.2602916254693,117.25486352503165,35.05709628591621,38.63935817272331
Alberta_Lee_0001.jpg,4,26.0,28.0178514522438,167.45572211138455,37.12142238654117,39.05124837953327
Alberto_Fujimori_0001.jpg,4,35.11409973215888,34.785054261852174,157.73703172476456,33.13608305156178,29.427877939124322
Alberto_Fujimori_0002.jpg,5,33.12099032335839,37.21558813185679,120.25704961686992,19.4164878389476,35.12833614050059
Alberto_Gonzales_0001.jpg,5,29.120439557122072,31.304951684997057,124.14238483295112,26.076809620810597,47.38143096192854
Albert_Brooks_0001.jpg,4,37.21558813185679,38.07886552931954,155.27516859211707,35.0,28.284271247461902
Albert_Costa_0005.jpg,5,25.079872407968907,34.655446902326915,97.8198967167005,20.615528128088304,41.43669871020132
Albert_Costa_0006.jpg,5,31.064449134018133,29.614185789921695,105.67746888059665,17.11724276862369,34.36568055487916
Albrecht_Mentz_0001.jpg,5,26.248809496813376,27.459060435491963,106.4145207428585,25.0,44.553338819890925
Aldo_Paredes_0001.jpg,4,36.013886210738214,37.8021163428716,173.6483916129865,41.30375285612676,33.13608305156178
Alec_Baldwin_0002.jpg,4,22.561028345356956,24.596747752497688,156.63424539532048,28.0178514522438,37.0
Alejandro_Atchugarry_0001.jpg,5,35.510561809129406,31.25699921617557,124.8360509770738,3.1622776601683795,35.73513677041127
Alejandro_Atchugarry_0002.jpg,5,31.064449134018133,37.21558813185679,122.03134157114884,34.36568055487916,38.07886552931954
Alejandro_Lerner_0001.jpg,5,39.05124837953327,29.0,145.74584455978288,24.698178070456937,43.41658669218482
Alejandro_Toledo_0003.jpg,5,26.1725046566048,24.351591323771842,139.48692654211106,30.4138126514911,36.40054944640259
Alejandro_Toledo_0004.jpg,0,26.419689627245813,26.419689627245813,127.48250007155093,41.012193308819754,32.14031735997639
Alejandro_Toledo_0006.jpg,5,22.47220505424423,18.384776310850235,127.77854897835704,32.01562118716424,33.13608305156178
Alejandro_Toledo_0007.jpg,4,28.160255680657446,29.966648127543394,160.99993926745026,29.017236257093817,42.7551166528639
Alejandro_Toledo_0009.jpg,4,24.08318915758459,21.470910553583888,155.08119195793586,48.041648597857254,32.38826948140329
Alejandro_Toledo_0012.jpg,4,35.4682957019364,34.0,181.6380206145851,33.37663853655727,50.695167422546305
Alejandro_Toledo_0022.jpg,5,26.92582403567252,25.059928172283335,120.45262003603199,23.0,34.0147027033899
Alejandro_Toledo_0027.jpg,4,29.614185789921695,28.653097563788805,194.3330540288481,36.05551275463989,32.7566787083184
Alejandro_Toledo_0029.jpg,5,20.12461179749811,22.627416997969522,124.93893626495246,27.0,30.01666203960727
Alejandro_Toledo_0036.jpg,5,24.73863375370596,25.553864678361276,115.28926379474254,25.019992006393608,38.3275357934736
Alessandra_Cerna_0001.jpg,6,40.311288741492746,30.0,133.90146093481528,19.0,41.593268686170845
Alexander_Downer_0002.jpg,5,28.635642126552707,29.274562336608895,133.96412803249353,20.248456731316587,40.607881008493905
Alexander_Lukashenko_0001.jpg,0,21.93171219946131,18.973665961010276,118.9765858060831,39.05124837953327,36.124783736376884
Alexandra_Spann_0001.jpg,4,32.0,35.73513677041127,171.52993131416454,45.044422518220834,30.463092423455635
Alexandra_Stevenson_0002.jpg,5,38.01315561749642,39.395431207184416,116.21736700982063,42.190046219457976,35.17101079013795
Alexandra_Vodjanikova_0002.jpg,4,24.758836806279895,14.560219778561036,166.6908781129364,34.0,42.42640687119285
Alexandre_Daigle_0001.jpg,4,24.351591323771842,26.248809496813376,152.20120043799386,33.06055050963308,43.01162633521314
Alexandre_Despatie_0001.jpg,4,27.313000567495326,28.42534080710379,128.62915074242758,16.15549442140351,52.773099207835045
Alex_Corretja_0001.jpg,5,36.24913792078372,36.05551275463989,114.15318708033983,19.1049731745428,40.44749683231337
Alex_Holmes_0001.jpg,4,30.01666203960727,33.1058907144937,169.85330404721384,40.01249804748511,39.20459156782532
Alex_Penelas_0002.jpg,5,26.570660511172846,21.840329667841555,143.006604851277,29.274562336608895,32.0
Alex_Zanardi_0001.jpg,4,28.0,34.20526275297414,167.49811886793046,27.294688127912362,41.10960958218893
Alfonso_Cuaron_0001.jpg,5,33.83784863137726,33.95585369269929,121.0518443490144,33.06055050963308,40.19950248448356
Alicia_Keys_0001.jpg,4,31.400636936215164,33.13608305156178,190.50068910424602,42.04759208325728,33.13608305156178
Alicia_Witt_0001.jpg,4,22.360679774997898,23.769728648009426,176.33963764516594,33.015148038438355,39.01281840626232
Alimzhan_Tokhtakhounov_0002.jpg,5,38.118237105091836,39.45883931389772,128.68592738960535,20.223748416156685,39.45883931389772
Aline_Chretien_0001.jpg,4,29.154759474226502,22.561028345356956,132.63637881012363,30.14962686336267,37.013511046643494
Alistair_MacDonald_0001.jpg,4,26.92582403567252,22.825424421026653,193.38390652121916,36.124783736376884,43.104524124504614
Ali_Adbul_Karim_Madani_0001.jpg,4,20.8806130178211,24.758836806279895,164.2856113453746,21.587033144922902,47.38143096192854
Ali_Ahmeti_0001.jpg,5,26.92582403567252,27.85677655436824,127.95390528584606,30.066592756745816,44.10215414239989
Ali_Fallahian_0001.jpg,5,19.235384061671343,23.323807579381203,138.4656113727834,9.219544457292887,59.30430001273095
Ali_Hammoud_0001.jpg,4,33.95585369269929,31.78049716414141,136.57131230913208,38.0,36.013886210738214
Ali_Mohammed_Maher_0001.jpg,5,32.2490309931942,28.635642126552707,158.6986567008676,25.019992006393608,59.033888572581766
Ali_Naimi_0005.jpg,5,32.57299494980466,30.886890422961002,145.91833087809118,13.0,45.044422518220834
Ali_Naimi_0006.jpg,5,31.064449134018133,24.698178070456937,124.63539479886113,20.396078054371138,41.10960958218893
Allen_Iverson_0002.jpg,5,37.33630940518894,40.792156108742276,123.81661451727973,25.0,42.01190307520001
Allison_Janney_0002.jpg,4,24.73863375370596,28.178005607210743,190.5294948862192,43.01162633521314,32.0624390837628
Allyson_Felix_0003.jpg,4,27.018512172212592,33.015148038438355,216.59097186029848,40.11234224026316,34.785054261852174
Alonzo_Mourning_0001.jpg,5,33.24154027718932,35.014282800023196,123.83170687438326,31.25699921617557,37.0
Alvaro_Noboa_0001.jpg,4,35.4682957019364,33.83784863137726,176.35286466866955,16.15549442140351,59.841457201508724
Alvaro_Silva_Calderon_0001.jpg,7,31.78049716414141,31.622776601683793,149.1783721690563,26.076809620810597,39.05124837953327
Alvaro_Silva_Calderon_0002.jpg,4,22.825424421026653,22.67156809750927,155.11869849245673,12.649110640673518,53.08483775994799
Alvaro_Silva_Calderon_0004.jpg,5,29.068883707497267,28.792360097775937,123.87767385313455,21.02379604162864,33.24154027718932
Alvaro_Uribe_0003.jpg,5,19.924858845171276,23.021728866442675,91.55707202819178,21.0,38.3275357934736
Alvaro_Uribe_0007.jpg,5,28.160255680657446,32.55764119219941,106.03370406241251,23.53720459187964,45.69463863518345
Alvaro_Uribe_0010.jpg,5,25.632011235952593,24.596747752497688,105.28352372980785,25.019992006393608,39.05124837953327
Alvaro_Uribe_0011.jpg,5,29.732137494637012,30.083217912982647,103.76031749400742,25.317977802344327,51.0
Alvaro_Uribe_0017.jpg,5,27.313000567495326,27.65863337187866,95.83944425063683,16.76305461424021,40.01249804748511
Alvaro_Uribe_0019.jpg,5,26.0,23.769728648009426,106.50854635601141,20.0,35.0
Alvaro_Uribe_0020.jpg,4,32.7566787083184,30.364452901377952,162.44574676918037,35.12833614050059,46.2709412050371
Alvaro_Uribe_0023.jpg,5,28.861739379323623,29.154759474226502,108.79680665806364,29.017236257093817,41.048751503547585
Alvaro_Uribe_0026.jpg,5,32.14031735997639,34.66987164671943,108.19221015272393,29.274562336608895,35.4400902933387
Alvaro_Uribe_0028.jpg,5,35.73513677041127,33.734255586866,120.54369631944996,33.015148038438355,39.11521443121589
Alvaro_Uribe_0029.jpg,5,25.059928172283335,24.041630560342615,117.36678865134358,18.681541692269406,42.04759208325728
Alvaro_Uribe_0032.jpg,4,25.317977802344327,28.178005607210743,116.89809054733846,29.068883707497267,42.579337712087536
Alyse_Beaupre_0001.jpg,4,27.51363298439521,25.298221281347036,121.3994677253906,29.154759474226502,43.41658669218482
Aly_Wagner_0001.jpg,4,29.410882339705484,28.071337695236398,192.9405010478566,54.45181356024793,30.14962686336267
Al_Gore_0004.jpg,5,23.08679276123039,26.0,129.4038059655985,26.1725046566048,29.427877939124322
Al_Pacino_0003.jpg,4,25.298221281347036,27.202941017470888,187.7475384899824,36.124783736376884,39.319206502675
Al_Sharpton_0002.jpg,5,31.78049716414141,34.48187929913333,134.83619615450075,45.17742799230607,27.85677655436824
Al_Sharpton_0003.jpg,5,45.5411901469428,45.5411901469428,123.75444748558739,26.076809620810597,48.16637831516918
Al_Sharpton_0005.jpg,7,34.52535300326414,33.37663853655727,142.87471383292123,54.00925846556311,35.05709628591621
Al_Sharpton_0006.jpg,5,16.492422502470642,17.88854381999832,126.80650732438355,24.020824298928627,42.190046219457976
Al_Sharpton_0007.jpg,5,36.68787265568828,38.62641583165593,124.70389721308264,38.01315561749642,38.118237105091836
Amanda_Bynes_0001.jpg,4,26.92582403567252,26.1725046566048,188.2539446720499,37.013511046643494,33.015148038438355
Amanda_Bynes_0002.jpg,4,42.0,42.1070065428546,158.96963433138052,45.044422518220834,30.4138126514911
Amanda_Coetzer_0001.jpg,6,29.0,24.08318915758459,129.80320852382718,28.635642126552707,40.311288741492746
Amanda_Coetzer_0002.jpg,5,26.570660511172846,24.166091947189145,108.40406135263167,20.615528128088304,33.24154027718932
Amanda_Marsh_0001.jpg,4,27.784887978899608,20.615528128088304,188.93656712458062,39.11521443121589,38.01315561749642
Amelia_Vega_0007.jpg,4,33.61547262794322,37.013511046643494,203.82740296305107,57.706152185014034,31.76476034853718
Amelie_Mauresmo_0002.jpg,7,41.10960958218893,39.45883931389772,153.15927289046377,50.0,35.12833614050059
Amelie_Mauresmo_0007.jpg,5,15.811388300841896,18.439088914585774,118.85736837950263,18.0,50.08991914547278
Amelie_Mauresmo_0014.jpg,7,39.56008088970496,39.81205847478876,140.85706944289484,47.095647357266465,42.42640687119285
Amram_Mitzna_0001.jpg,5,28.42534080710379,26.076809620810597,131.81469026650203,12.165525060596439,53.9351462406472
Amram_Mitzna_0002.jpg,4,27.65863337187866,34.655446902326915,153.91143889264987,12.36931687685298,50.039984012787215
Amy_Gale_0001.jpg,6,25.317977802344327,23.40939982143925,178.03939960315756,44.40720662234904,24.698178070456937
Amy_Yasbeck_0001.jpg,4,32.14031735997639,31.32091952673165,185.3618173041517,54.147945482723536,26.92582403567252
Ana_Claudia_Talancon_0001.jpg,4,25.079872407968907,26.92582403567252,148.2720887697621,30.066592756745816,40.024992192379
Ana_Guevara_0001.jpg,4,31.0,35.77708763999664,186.01487455225305,36.05551275463989,27.294688127912362
Ana_Isabel_Sanchez_0001.jpg,5,32.57299494980466,31.04834939252005,140.83119341188197,27.073972741361768,41.19465984809196
Ana_Palacio_0002.jpg,5,30.14962686336267,29.732137494637012,112.84275280828186,20.09975124224178,42.42640687119285
Ana_Paula_Gerard_0001.jpg,4,34.9857113690718,37.013511046643494,180.37407131406798,34.713109915419565,44.14748010928823
Anders_Fogh_Rasmussen_0002.jpg,4,21.37755832643195,21.400934559032695,202.17776258469365,31.25699921617557,34.785054261852174
Andrea_Bocelli_0001.jpg,5,25.612496949731394,20.248456731316587,132.32016081381863,17.11724276862369,52.952809179494906
Andrea_De_Cruz_0001.jpg,4,28.844410203711913,25.019992006393608,140.9026033688972,28.160255680657446,38.897300677553446
Andrei_Konchalovsky_0001.jpg,4,33.24154027718932,31.25699921617557,183.75254467235612,27.073972741361768,38.01315561749642
Andrei_Mikhnevich_0002.jpg,5,34.539832078341085,32.28002478313795,152.3676570828722,19.0,40.01249804748511
Andres_DAlessandro_0001.jpg,4,31.400636936215164,30.59411708155671,162.89030019091263,40.44749683231337,48.662100242385755
Andrew_Bunner_0002.jpg,4,36.124783736376884,37.57658845611187,184.17028974796088,34.36568055487916,41.97618372363071
