a_nose_leyebrow,a_nose_reyebrow,angle_left_eyebrow,angle_right_eyebrow,average_distance,d_first_eyebrow_leye,d_first_eyebrow_reye,eye_brows,h_chin,h_mount,mouth_distance,size_left_eye,w_left_eye,w_right_eye,emotion,image
0.8353565591193911,1.2490457723982544,-0.6022873461349642,0.7419472680059175,57.84966085679047,29.068883707497267,28.460498941515414,-14.0,80.15609770940699,53.08483775994799,-28.666666666666668,20.048944986297897,38.63935817272331,36.05551275463989,7,facial-expressions_2868585k.jpg
0.6823165548747481,1.0164888305933455,-0.5317240672588056,0.7022569315090071,38.70280081153609,24.839484696748443,24.698178070456937,-13.0,54.08326913195984,23.021728866442675,-3.0,17.69347305830611,37.33630940518894,36.05551275463989,3,facial-expressions_2868582k.jpg
0.6805212246672144,1.3156139361740782,-0.7853981633974483,0.7853981633974483,48.809133685631714,25.495097567963924,23.769728648009426,-15.5,75.66372975210778,31.144823004794873,-13.333333333333334,14.317437752703926,32.01562118716424,31.400636936215164,4,Aaron_Peirsol_0003.jpg
0.7853981633974483,1.037088135155635,-0.7454194762741583,0.7483780475235183,54.84661097364283,21.95449840010015,25.553864678361276,-16.5,80.22468448052632,43.104524124504614,-20.0,15.636487597155918,39.319206502675,39.0,4,Aaron_Sorkin_0002.jpg
1.147942400661956,1.3352513460740334,-0.5585993153435624,1.1583858851975093,37.75289867190978,27.65863337187866,25.709920264364882,-17.5,70.8801805866774,19.313207915827967,1.6666666666666667,15.811388300841896,34.785054261852174,33.95585369269929,5,Abdel_Nasser_Assidi_0002.jpg
0.6805212246672144,1.2924966677897853,-1.1263771168937977,1.1722738811284765,31.526246137174805,31.38470965295043,29.120439557122072,-31.5,93.43446901438462,26.019223662515376,-10.666666666666666,14.59194490529743,36.345563690772494,35.12833614050059,4,Abdullah_Gul_0002.jpg
0.4939413689195812,0.992894389832651,-1.1722738811284765,0.9685089806599324,43.84963937938855,27.294688127912362,27.459060435491963,-27.0,93.68030742904295,37.107950630558946,-18.666666666666668,15.065203134896127,34.48187929913333,33.37663853655727,4,Abdullah_Gul_0004.jpg
1.0303768265243125,1.0074800653029286,-0.8760580505981934,0.8176450458327023,52.744249756280944,16.278820596099706,22.47220505424423,-16.0,79.90619500389191,37.8549864614954,-16.666666666666668,14.006921912817372,33.52610922848042,37.36308338453881,5,Abdullah_Gul_0007.jpg
0.5693131911006619,1.2722973952087173,-0.9964914966201949,1.0121970114513341,43.030087747494704,28.160255680657446,27.202941017470888,-25.0,86.70063436907483,34.23448553724738,-14.666666666666666,16.547539122537117,36.22154055254967,35.12833614050059,5,Abdullah_Gul_0008.jpg
0.9025069079643125,1.2793395323170296,-1.1722738811284765,1.1978086049948355,44.52980515017781,29.410882339705484,31.32091952673165,-33.5,82.60750571225353,32.2490309931942,-9.666666666666666,17.029386365926403,35.014282800023196,36.345563690772494,5,Abdullah_Gul_0009.jpg
0.7853981633974483,1.2924966677897853,-0.982793723247329,1.2341215074081695,42.7884876021609,29.966648127543394,29.120439557122072,-30.0,89.1403387922662,39.0,-19.0,17.102856640810792,35.0,33.24154027718932,5,Abdullah_Gul_0010.jpg
0.8253768505207383,0.8960553845713439,-1.0516502125483735,0.6889243882148613,53.83463803718899,19.313207915827967,25.612496949731394,-18.5,83.38465086573187,40.01249804748511,-20.333333333333332,14.15732454565288,33.0,38.05259518088089,5,Abdullah_Gul_0011.jpg
1.0222469243443686,1.1220729827841756,-1.2178059389679863,1.0516502125483735,41.944375857675674,24.351591323771842,29.966648127543394,-30.0,84.5931439302264,32.38826948140329,-10.666666666666666,15.310249675906654,34.058772731852805,35.510561809129406,4,Abdullah_Gul_0012.jpg
0.8224182792713783,0.8902751021276822,-1.2490457723982544,0.8760580505981934,49.45532043899002,20.8806130178211,27.018512172212592,-26.0,84.0535543567314,36.0,-18.333333333333332,14.05255719650085,33.06055050963308,36.013886210738214,5,Abdullah_Gul_0013.jpg
1.0838970949836275,1.1659045405098132,-1.2490457723982544,1.1824776086224307,39.86113709949897,25.495097567963924,30.463092423455635,-31.5,79.76214641043707,20.615528128088304,-4.0,11.449849899993271,30.066592756745816,35.4400902933387,5,Abdullah_Gul_0017.jpg
0.5317240672588056,0.83798122500839,-1.0584068664841588,0.6327488350021832,51.15315560862032,22.80350850198276,26.90724809414742,-19.5,82.22530024268686,34.713109915419565,-20.0,14.006921912817372,35.90264614203248,34.52535300326414,4,Abner_Martinez_0001.jpg
0.8224182792713783,0.960070362405688,-0.5585993153435624,0.7853981633974483,47.404470501519285,21.2602916254693,24.413111231467404,-14.5,60.8276253029822,20.615528128088304,0.0,15.259272294908516,35.510561809129406,37.656340767525464,5,Aby_Har-Even_0001.jpg
0.6747409422235527,1.1999050379822342,-0.20749622643520266,-0.0,65.49280844854273,17.46424919657298,19.313207915827967,4.0,63.00793600809346,36.013886210738214,-14.666666666666666,17.083682208049012,39.45883931389772,38.3275357934736,7,Adam_Mair_0001.jpg
0.960070362405688,0.982793723247329,-0.9964914966201949,0.8478169733934057,51.72293184072895,26.0,32.449961479175904,-21.5,59.0,28.071337695236398,-2.0,17.81523080183234,37.12142238654117,39.05124837953327,5,Adam_Rich_0001.jpg
0.388318718172466,0.8567056281827385,-0.8760580505981934,0.46364760900080615,40.28278071515581,20.223748416156685,19.849433241279208,-13.0,77.52418977325722,24.041630560342615,-7.333333333333333,16.217157508751608,36.49657518178932,33.24154027718932,5,Adelina_Avila_0001.jpg
0.8567056281827385,1.2490457723982544,-0.6202494859828215,0.83798122500839,43.85066767294795,25.059928172283335,22.135943621178654,-11.5,59.30430001273095,24.0,-5.0,17.00263783133177,33.0,30.14962686336267,5,Adel_Al-Jubeir_0001.jpg
0.8621700546672264,1.297787623708186,-0.7454194762741583,0.8760580505981934,52.790328390968526,30.463092423455635,25.96150997149434,-16.5,57.0350769263968,21.095023109728988,-4.666666666666667,21.270500037114218,36.0,34.52535300326414,5,Adolfo_Aguilar_Zinser_0001.jpg
0.8176450458327023,0.9707461133931431,-0.6327488350021832,0.5880026035475675,45.15296234634577,23.430749027719962,23.021728866442675,-14.0,62.0,22.0,-1.3333333333333333,15.537862911657822,37.05401462729781,36.05551275463989,5,Adoor_Gopalakarishnan_0001.jpg
0.9197196053504169,1.2490457723982544,-0.8288490587889791,0.8685393952858895,44.39241884839204,27.85677655436824,28.460498941515414,-19.0,70.00714249274856,18.0,-0.6666666666666666,14.738503963012821,32.0624390837628,34.0,5,Adrien_Brody_0002.jpg
0.982793723247329,1.2397002500907646,-0.7853981633974483,0.9151007005533605,48.1249500067147,31.78049716414141,33.83784863137726,-18.5,75.05997601918082,26.076809620810597,-9.666666666666666,15.132168761236873,35.12833614050059,36.05551275463989,4,Adrien_Brody_0003.jpg
1.0912770348023004,1.1902899496825317,-1.0516502125483735,0.9685089806599324,59.62701252651664,29.732137494637012,32.31098884280702,-22.5,76.10519036176179,41.048751503547585,-25.333333333333332,12.863961030678928,30.59411708155671,34.52535300326414,4,Adrien_Brody_0006.jpg
0.8685393952858895,1.2261490111768705,-1.0303768265243125,0.8685393952858895,51.8624953661655,39.45883931389772,41.43669871020132,-22.0,75.53806987208503,30.066592756745816,-14.666666666666666,14.59194490529743,33.24154027718932,32.2490309931942,4,Adrien_Brody_0011.jpg
0.9629943306809362,1.3182420510168371,-0.83798122500839,0.7853981633974483,56.2737166457051,29.274562336608895,32.01562118716424,-16.0,84.02380615040002,42.04759208325728,-25.666666666666668,15.633644107087616,31.064449134018133,34.0147027033899,4,Afton_Smith_0001.jpg
0.805003494254653,1.169567527790048,-1.2220253232109897,0.507098504392337,48.62803036696265,35.90264614203248,35.84689665786984,-13.0,69.58448102845921,29.068883707497267,-3.0,19.824211557251267,36.05551275463989,42.2965719651132,5,Agbani_Darego_0001.jpg
